Timing Analysis: wokwi-logic.vcd
Total measurements: 4680

Time(s)    RPM   Delay(μs)  Delay(°)  Advance(°)  Mode
 35.46   6977     839.8     35.2      11.8  SAME
 35.47   6977     839.1     35.1      11.9  SAME
 35.47   6977     839.2     35.1      11.9  SAME
 35.47   6977     839.1     35.1      11.9  SAME
 35.48   6977     839.1     35.1      11.9  SAME
 35.48   6977     839.6     35.1      11.9  SAME
 35.49   6977     839.1     35.1      11.9  SAME
 35.49   6977    1111.1     46.5       0.5  SAME
 35.50   6977     839.2     35.1      11.9  SAME
 35.50   6977     839.2     35.1      11.9  SAME
 35.50   6977     839.1     35.1      11.9  SAME
 35.51   6977     839.1     35.1      11.9  SAME
 35.51   6977     839.6     35.1      11.9  SAME
 35.52   6977     839.1     35.1      11.9  SAME
 35.52   6977    1105.2     46.3       0.7  SAME
 35.53   6977     839.2     35.1      11.9  SAME
 35.53   6977     839.1     35.1      11.9  SAME
 35.53   6977     839.7     35.1      11.9  SAME
 35.54   6977     839.3     35.1      11.9  SAME
 35.54   6977     839.1     35.1      11.9  SAME
 35.55   6977     839.1     35.1      11.9  SAME
 35.55   6977     839.2     35.1      11.9  SAME
 35.56   6977    1105.8     46.3       0.7  SAME
 35.56   6977     839.4     35.1      11.9  SAME
 35.56   6977     839.1     35.1      11.9  SAME
 35.57   6977     843.6     35.3      11.7  SAME
 35.57   6977     839.1     35.1      11.9  SAME
 35.58   6977     839.1     35.1      11.9  SAME
 35.58   6977     839.1     35.1      11.9  SAME
 35.59   6977    1114.2     46.6       0.4  SAME
 35.59   6977     839.1     35.1      11.9  SAME
 35.59   6977     839.2     35.1      11.9  SAME
 35.60   6977     839.1     35.1      11.9  SAME
 35.60   6977     839.6     35.1      11.9  SAME
 35.61   6977     839.2     35.1      11.9  SAME
 35.61   6977     839.2     35.1      11.9  SAME
 35.62   6977     839.1     35.1      11.9  SAME
 35.62   6977    1110.7     46.5       0.5  SAME
 35.62   6977     839.1     35.1      11.9  SAME
 35.63   6977     839.1     35.1      11.9  SAME
 35.63   6977     839.1     35.1      11.9  SAME
 35.64   6977     839.8     35.2      11.8  SAME
 35.64   6977     839.2     35.1      11.9  SAME
 35.65   6977     839.1     35.1      11.9  SAME
 35.65   6977     839.2     35.1      11.9  SAME
 35.65   6977    1113.2     46.6       0.4  SAME
 35.66   6977     840.8     35.2      11.8  SAME
 35.66   6977     839.1     35.1      11.9  SAME
 35.67   6977     839.3     35.1      11.9  SAME
 35.67   6977     839.7     35.1      11.9  SAME
 35.68   6977     839.3     35.1      11.9  SAME
 35.68   6977     844.5     35.4      11.6  SAME
 35.68   6977    1098.8     46.0       1.0  SAME
 35.69   6977     839.1     35.1      11.9  SAME
 35.69   6977     839.1     35.1      11.9  SAME
 35.70   6977     839.6     35.1      11.9  SAME
 35.70   6977     839.1     35.1      11.9  SAME
 35.71   6977     839.1     35.1      11.9  SAME
 35.71   6977     839.1     35.1      11.9  SAME
 35.72   6977     839.2     35.1      11.9  SAME
 35.72   6977    1115.2     46.7       0.3  SAME
 35.72   6977     839.1     35.1      11.9  SAME
 35.73   6977     839.6     35.1      11.9  SAME
 35.73   6977     839.2     35.1      11.9  SAME
 35.74   6977     839.1     35.1      11.9  SAME
 35.74   6977     839.1     35.1      11.9  SAME
 35.75   6977     839.3     35.1      11.9  SAME
 35.75   6977    1100.6     46.1       0.9  SAME
 35.75   6977    1098.2     46.0       1.0  SAME
 35.76   6977     839.2     35.1      11.9  SAME
 35.76   6977     839.1     35.1      11.9  SAME
 35.77   6977     839.8     35.2      11.8  SAME
 35.77   6977     839.1     35.1      11.9  SAME
 35.78   6977     839.1     35.1      11.9  SAME
 35.78   6977     839.1     35.1      11.9  SAME
 35.78   6977    1103.8     46.2       0.8  SAME
 35.79   6977     839.3     35.1      11.9  SAME
 35.79   6977     839.7     35.1      11.9  SAME
 35.80   6977     839.2     35.1      11.9  SAME
 35.80   6977     839.1     35.1      11.9  SAME
 35.81   6977     839.2     35.1      11.9  SAME
 35.81   6977     839.1     35.1      11.9  SAME
 35.81   6977     839.1     35.1      11.9  SAME
 35.82   6977    1100.1     46.1       0.9  SAME
 35.82   6977     839.7     35.1      11.9  SAME
 35.83   6977     839.2     35.1      11.9  SAME
 35.83   6977     839.9     35.2      11.8  SAME
 35.84   6977     839.2     35.1      11.9  SAME
 35.84   6977     839.1     35.1      11.9  SAME
 35.84   6977     839.4     35.1      11.9  SAME
 35.85   6977    1105.6     46.3       0.7  SAME
 35.85   6977     839.2     35.1      11.9  SAME
 35.86   6977     839.1     35.1      11.9  SAME
 35.86   6977     839.2     35.1      11.9  SAME
 35.87   6977     839.1     35.1      11.9  SAME
 35.87   6977     839.3     35.1      11.9  SAME
 35.87   6977     839.1     35.1      11.9  SAME
 35.88   6977     839.2     35.1      11.9  SAME
 35.88   6977    1101.6     46.1       0.9  SAME
 35.89   6977     839.2     35.1      11.9  SAME
 35.89   6977     839.1     35.1      11.9  SAME
 35.90   6977     839.1     35.1      11.9  SAME
 35.90   6977     839.1     35.1      11.9  SAME
 35.90   6977     839.2     35.1      11.9  SAME
 35.91   6977     839.7     35.1      11.9  SAME
 35.91   6977     839.1     35.1      11.9  SAME
 35.92   6977    1105.3     46.3       0.7  SAME
 35.92   6977     839.6     35.1      11.9  SAME
 35.93   6977     839.1     35.1      11.9  SAME
 35.93   6977     839.3     35.1      11.9  SAME
 35.93   6977     839.2     35.1      11.9  SAME
 35.94   6977     839.1     35.1      11.9  SAME
 35.94   6977     839.1     35.1      11.9  SAME
 35.95   6977    1104.8     46.2       0.8  SAME
 35.95   6977     839.1     35.1      11.9  SAME
 35.96   6977     839.2     35.1      11.9  SAME
 35.96   6977     839.2     35.1      11.9  SAME
 35.96   6977     839.1     35.1      11.9  SAME
 35.97   6977     839.6     35.1      11.9  SAME
 35.97   6977     839.1     35.1      11.9  SAME
 35.98   6977     839.3     35.1      11.9  SAME
 35.98   6977    1106.2     46.3       0.7  SAME
 35.99   6977     839.2     35.1      11.9  SAME
 35.99   6977     839.1     35.1      11.9  SAME
 35.99   6977     839.7     35.1      11.9  SAME
 36.00   6977     839.2     35.1      11.9  SAME
 36.00   6977     839.9     35.2      11.8  SAME
 36.01   6977     839.2     35.1      11.9  SAME
 36.01   6977    1105.8     46.3       0.7  SAME
 36.02   6977    1103.6     46.2       0.8  SAME
 36.02   6977     839.1     35.1      11.9  SAME
 36.02   6977     839.8     35.2      11.8  SAME
 36.03   6977     839.1     35.1      11.9  SAME
 36.03   6977     839.7     35.1      11.9  SAME
 36.04   6977     839.2     35.1      11.9  SAME
 36.04   6977     839.2     35.1      11.9  SAME
 36.05   6977    1108.6     46.4       0.6  SAME
 36.05   6977     839.1     35.1      11.9  SAME
 36.05   6977     839.2     35.1      11.9  SAME
 36.06   6977     839.1     35.1      11.9  SAME
 36.06   6977     839.2     35.1      11.9  SAME
 36.07   6977     839.1     35.1      11.9  SAME
 36.07   6977     839.6     35.1      11.9  SAME
 36.08   6977     839.1     35.1      11.9  SAME
 36.08   6977    1105.2     46.3       0.7  SAME
 36.08   6977     839.4     35.1      11.9  SAME
 36.09   6977     839.1     35.1      11.9  SAME
 36.09   6977     839.3     35.1      11.9  SAME
 36.10   6977     839.2     35.1      11.9  SAME
 36.10   6977     839.2     35.1      11.9  SAME
 36.11   6977     839.1     35.1      11.9  SAME
 36.11   6977    1110.7     46.5       0.5  SAME
 36.11   6977     839.1     35.1      11.9  SAME
 36.12   6977     839.6     35.1      11.9  SAME
 36.12   6977     839.6     35.1      11.9  SAME
 36.13   6977     839.1     35.1      11.9  SAME
 36.13   6977     839.9     35.2      11.8  SAME
 36.14   6977     839.1     35.1      11.9  SAME
 36.14   6977     839.2     35.1      11.9  SAME
 36.15   6977    1107.1     46.3       0.7  SAME
 36.15   6977     839.3     35.1      11.9  SAME
 36.15   6977     839.1     35.1      11.9  SAME
 36.16   6977     839.6     35.1      11.9  SAME
 36.16   6977     839.1     35.1      11.9  SAME
 36.17   6977     839.1     35.1      11.9  SAME
 36.17   6977     839.6     35.1      11.9  SAME
 36.18   6977     839.2     35.1      11.9  SAME
 36.18   6977    1109.6     46.4       0.6  SAME
 36.18   6977     839.1     35.1      11.9  SAME
 36.19   6977     839.6     35.1      11.9  SAME
 36.19   6977     839.1     35.1      11.9  SAME
 36.20   6977     839.7     35.1      11.9  SAME
 36.20   6977     839.1     35.1      11.9  SAME
 36.21   6977     840.2     35.2      11.8  SAME
 36.21   6977    1109.1     46.4       0.6  SAME
 36.21   6977     839.6     35.1      11.9  SAME
 36.22   6977     840.1     35.2      11.8  SAME
 36.22   6977     839.2     35.1      11.9  SAME
 36.23   6977     839.1     35.1      11.9  SAME
 36.23   6977     839.1     35.1      11.9  SAME
 36.24   6977     839.7     35.1      11.9  SAME
 36.24   6977     839.2     35.1      11.9  SAME
 36.24   6977    1097.6     45.9       1.1  SAME
 36.25   6977     839.2     35.1      11.9  SAME
 36.25   6977     839.1     35.1      11.9  SAME
 36.26   6977     839.6     35.1      11.9  SAME
 36.26   6977     839.2     35.1      11.9  SAME
 36.27   6977     839.4     35.1      11.9  SAME
 36.27   6977     839.1     35.1      11.9  SAME
 36.27   6977    1111.1     46.5       0.5  SAME
 36.28   6977    1114.6     46.7       0.3  SAME
 36.28   6977     839.1     35.1      11.9  SAME
 36.29   6977     839.7     35.1      11.9  SAME
 36.29   6977     839.1     35.1      11.9  SAME
 36.30   6977     839.7     35.1      11.9  SAME
 36.30   6977     839.3     35.1      11.9  SAME
 36.30   6977     839.1     35.1      11.9  SAME
 36.31   6977    1100.8     46.1       0.9  SAME
 36.31   6977     839.7     35.1      11.9  SAME
 36.32   6977     839.2     35.1      11.9  SAME
 36.32   6977     839.1     35.1      11.9  SAME
 36.33   6977     839.2     35.1      11.9  SAME
 36.33   6977     839.8     35.2      11.8  SAME
 36.33   6977     839.3     35.1      11.9  SAME
 36.34   6977     839.1     35.1      11.9  SAME
 36.34   6977    1116.7     46.7       0.3  SAME
 36.35   6977     839.3     35.1      11.9  SAME
 36.35   6977     839.2     35.1      11.9  SAME
 36.36   6977     839.1     35.1      11.9  SAME
 36.36   6977     839.4     35.1      11.9  SAME
 36.36   6977     839.6     35.1      11.9  SAME
 36.37   6977     839.1     35.1      11.9  SAME
 36.37   6977    1102.1     46.1       0.9  SAME
 36.38   6977     839.1     35.1      11.9  SAME
 36.38   6977     839.1     35.1      11.9  SAME
 36.39   6977     839.1     35.1      11.9  SAME
 36.39   6977     839.1     35.1      11.9  SAME
 36.39   6977     839.1     35.1      11.9  SAME
 36.40   6977     839.6     35.1      11.9  SAME
 36.40   6977     839.1     35.1      11.9  SAME
 36.41   6977    1104.6     46.2       0.8  SAME
 36.41   6977     839.8     35.2      11.8  SAME
 36.42   6977     839.2     35.1      11.9  SAME
 36.42   6977     839.7     35.1      11.9  SAME
 36.42   6977     839.2     35.1      11.9  SAME
 36.43   6977     839.2     35.1      11.9  SAME
 36.43   6977     839.2     35.1      11.9  SAME
 36.44   6977    1103.6     46.2       0.8  SAME
 36.44   6977    1101.7     46.1       0.9  SAME
 36.45   6977     839.1     35.1      11.9  SAME
 36.45   6977     839.2     35.1      11.9  SAME
 36.45   6977     839.1     35.1      11.9  SAME
 36.46   6977     839.1     35.1      11.9  SAME
 36.46   6977     839.1     35.1      11.9  SAME
 36.47   6977     839.1     35.1      11.9  SAME
 36.47   6977    1106.7     46.3       0.7  SAME
 36.48   6977     839.9     35.2      11.8  SAME
 36.48   6977     839.1     35.1      11.9  SAME
 36.48   6977     839.1     35.1      11.9  SAME
 36.49   6977     839.6     35.1      11.9  SAME
 36.49   6977     839.2     35.1      11.9  SAME
 36.50   6977     839.9     35.2      11.8  SAME
 36.50   6977     839.1     35.1      11.9  SAME
 36.51   6977    1103.2     46.2       0.8  SAME
 36.51   6977     839.1     35.1      11.9  SAME
 36.51   6977     839.6     35.1      11.9  SAME
 36.52   6977     839.1     35.1      11.9  SAME
 36.52   6977     840.2     35.2      11.8  SAME
 36.53   6977     839.7     35.1      11.9  SAME
 36.53   6977     839.2     35.1      11.9  SAME
 36.54   6977    1108.8     46.4       0.6  SAME
 36.54   6977     839.2     35.1      11.9  SAME
 36.54   6977     839.2     35.1      11.9  SAME
 36.55   6977     839.2     35.1      11.9  SAME
 36.55   6977     839.1     35.1      11.9  SAME
 36.56   6977     839.1     35.1      11.9  SAME
 36.56   6977     839.4     35.1      11.9  SAME
 36.57   6977     839.1     35.1      11.9  SAME
 36.57   6977    1105.2     46.3       0.7  SAME
 36.58   6977     839.4     35.1      11.9  SAME
 36.58   6977     839.1     35.1      11.9  SAME
 36.58   6977     839.1     35.1      11.9  SAME
 36.59   6977     839.1     35.1      11.9  SAME
 36.59   6977     839.1     35.1      11.9  SAME
 36.60   6977     839.2     35.1      11.9  SAME
 36.60   6977     839.6     35.1      11.9  SAME
 36.61   6977    1107.6     46.4       0.6  SAME
 36.61   6977     839.7     35.1      11.9  SAME
 36.61   6977     839.6     35.1      11.9  SAME
 36.62   6977     839.1     35.1      11.9  SAME
 36.62   6977     839.1     35.1      11.9  SAME
 36.63   6977     839.2     35.1      11.9  SAME
 36.63   6977     839.2     35.1      11.9  SAME
 36.64   6977    1107.1     46.3       0.7  SAME
 36.64   6977     839.6     35.1      11.9  SAME
 36.64   6977     839.2     35.1      11.9  SAME
 36.65   6977     840.0     35.2      11.8  SAME
 36.65   6977     839.6     35.1      11.9  SAME
 36.66   6977     839.1     35.1      11.9  SAME
 36.66   6977     839.7     35.1      11.9  SAME
 36.67   6977     839.6     35.1      11.9  SAME
 36.67   6977    1112.2     46.6       0.4  SAME
 36.67   6977     838.6     35.1      11.9  SAME
 36.68   6977     839.8     35.2      11.8  SAME
 36.68   6977     839.6     35.1      11.9  SAME
 36.69   6977     839.6     35.1      11.9  SAME
 36.69   6977     839.6     35.1      11.9  SAME
 36.70   6977     839.6     35.1      11.9  SAME
 36.70   6977    1100.8     46.1       0.9  SAME
 36.70   6977    1098.7     46.0       1.0  SAME
 36.71   6977     840.2     35.2      11.8  SAME
 36.71   6977     840.2     35.2      11.8  SAME
 36.72   6977     839.8     35.2      11.8  SAME
 36.72   6977     839.6     35.1      11.9  SAME
 36.73   6977     839.6     35.1      11.9  SAME
 36.73   6977     839.6     35.1      11.9  SAME
 36.73   6977    1105.6     46.3       0.7  SAME
 36.74   6977     839.7     35.1      11.9  SAME
 36.74   6977     839.6     35.1      11.9  SAME
 36.75   6977     839.6     35.1      11.9  SAME
 36.75   6977     839.7     35.1      11.9  SAME
 36.76   6977     839.9     35.2      11.8  SAME
 36.76   6977     840.5     35.2      11.8  SAME
 36.76   6977     840.2     35.2      11.8  SAME
 36.77   6977    1104.2     46.2       0.8  SAME
 36.77   6977     839.6     35.1      11.9  SAME
 36.78   6977     840.6     35.2      11.8  SAME
 36.78   6977     844.5     35.4      11.6  SAME
 36.79   6977     839.8     35.2      11.8  SAME
 36.79   6977     840.2     35.2      11.8  SAME
 36.79   6977     839.6     35.1      11.9  SAME
 36.80   6977    1111.4     46.5       0.5  SAME
 36.80   6977     839.6     35.1      11.9  SAME
 36.81   6977     839.8     35.2      11.8  SAME
 36.81   6977     839.7     35.1      11.9  SAME
 36.82   6977     839.6     35.1      11.9  SAME
 36.82   6977     839.6     35.1      11.9  SAME
 36.82   6977     839.6     35.1      11.9  SAME
 36.83   6977     840.1     35.2      11.8  SAME
 36.83   6977    1109.9     46.5       0.5  SAME
 36.84   6977     840.2     35.2      11.8  SAME
 36.84   6977     839.6     35.1      11.9  SAME
 36.85   6977     839.7     35.1      11.9  SAME
 36.85   6977     839.6     35.1      11.9  SAME
 36.85   6977     839.6     35.1      11.9  SAME
 36.86   6977     839.6     35.1      11.9  SAME
 36.86   6977     839.8     35.2      11.8  SAME
 36.87   6977    1100.4     46.1       0.9  SAME
 36.87   6977     839.6     35.1      11.9  SAME
 36.88   6977     839.8     35.2      11.8  SAME
 36.88   6977     840.2     35.2      11.8  SAME
 36.88   6977     840.2     35.2      11.8  SAME
 36.89   6977     839.7     35.1      11.9  SAME
 36.89   6977     839.9     35.2      11.8  SAME
 36.90   6977    1101.4     46.1       0.9  SAME
 36.90   6977     840.6     35.2      11.8  SAME
 36.91   6977     840.2     35.2      11.8  SAME
 36.91   6977     839.6     35.1      11.9  SAME
 36.91   6977     840.2     35.2      11.8  SAME
 36.92   6977     839.6     35.1      11.9  SAME
 36.92   6977     840.2     35.2      11.8  SAME
 36.93   6977     839.6     35.1      11.9  SAME
 36.93   6977    1105.9     46.3       0.7  SAME
 36.94   6977     839.7     35.1      11.9  SAME
 36.94   6977     839.6     35.1      11.9  SAME
 36.94   6977     839.6     35.1      11.9  SAME
 36.95   6977     839.7     35.1      11.9  SAME
 36.95   6977     840.2     35.2      11.8  SAME
 36.96   6977     839.7     35.1      11.9  SAME
 36.96   6977    1107.2     46.3       0.7  SAME
 36.97   6977    1110.6     46.5       0.5  SAME
 36.97   6977     839.7     35.1      11.9  SAME
 36.97   6977     840.1     35.2      11.8  SAME
 36.98   6977     840.2     35.2      11.8  SAME
 36.98   6977     839.6     35.1      11.9  SAME
 36.99   6977     839.7     35.1      11.9  SAME
 36.99   6977     839.6     35.1      11.9  SAME
 37.00   6977    1098.4     46.0       1.0  SAME
 37.00   6977     839.6     35.1      11.9  SAME
 37.01   6977     839.8     35.2      11.8  SAME
 37.01   6977     839.6     35.1      11.9  SAME
 37.01   6977     839.6     35.1      11.9  SAME
 37.02   6977     839.8     35.2      11.8  SAME
 37.02   6977     839.6     35.1      11.9  SAME
 37.03   6977     839.9     35.2      11.8  SAME
 37.03   6977    1116.1     46.7       0.3  SAME
 37.04   6977     839.6     35.1      11.9  SAME
 37.04   6977     839.7     35.1      11.9  SAME
 37.04   6977     839.6     35.1      11.9  SAME
 37.05   6977     839.7     35.1      11.9  SAME
 37.05   6977     840.1     35.2      11.8  SAME
 37.06   6977     839.6     35.1      11.9  SAME
 37.06   6977    1103.9     46.2       0.8  SAME
 37.07   6977     840.1     35.2      11.8  SAME
 37.07   6977     840.1     35.2      11.8  SAME
 37.07   6977     839.6     35.1      11.9  SAME
 37.08   6977     839.6     35.1      11.9  SAME
 37.08   6977     840.4     35.2      11.8  SAME
 37.09   6977     839.6     35.1      11.9  SAME
 37.09   6977     839.7     35.1      11.9  SAME
 37.10   6977    1102.3     46.1       0.9  SAME
 37.10   6977     839.6     35.1      11.9  SAME
 37.10   6977     840.2     35.2      11.8  SAME
 37.11   6977     839.6     35.1      11.9  SAME
 37.11   6977     839.7     35.1      11.9  SAME
 37.12   6977     839.7     35.1      11.9  SAME
 37.12   6977     839.8     35.2      11.8  SAME
 37.13   6977     839.6     35.1      11.9  SAME
 37.13   6977    1106.9     46.3       0.7  SAME
 37.13   6977     839.7     35.1      11.9  SAME
 37.14   6977     839.6     35.1      11.9  SAME
 37.14   6977     840.2     35.2      11.8  SAME
 37.15   6977     839.7     35.1      11.9  SAME
 37.15   6977     840.1     35.2      11.8  SAME
 37.16   6977     840.2     35.2      11.8  SAME
 37.16   6977    1107.8     46.4       0.6  SAME
 37.16   6977     839.7     35.1      11.9  SAME
 37.17   6977     839.6     35.1      11.9  SAME
 37.17   6977     839.7     35.1      11.9  SAME
 37.18   6977     840.1     35.2      11.8  SAME
 37.18   6977     839.6     35.1      11.9  SAME
 37.19   6977     839.6     35.1      11.9  SAME
 37.19   6977     839.6     35.1      11.9  SAME
 37.19   6977    1098.4     46.0       1.0  SAME
 37.20   6977     839.6     35.1      11.9  SAME
 37.20   6977     839.8     35.2      11.8  SAME
 37.21   6977     839.6     35.1      11.9  SAME
 37.21   6977     839.7     35.1      11.9  SAME
 37.22   6977     839.6     35.1      11.9  SAME
 37.22   6977     839.6     35.1      11.9  SAME
 37.22   6977    1099.6     46.0       1.0  SAME
 37.23   6977    1117.1     46.8       0.2  SAME
 37.23   6977     839.8     35.2      11.8  SAME
 37.24   6977     839.7     35.1      11.9  SAME
 37.24   6977     839.6     35.1      11.9  SAME
 37.25   6977     840.3     35.2      11.8  SAME
 37.25   6977     840.1     35.2      11.8  SAME
 37.25   6977     839.6     35.1      11.9  SAME
 37.26   6977    1104.8     46.2       0.8  SAME
 37.26   6977     839.6     35.1      11.9  SAME
 37.27   6977     839.8     35.2      11.8  SAME
 37.27   6977     839.9     35.2      11.8  SAME
 37.28   6977     839.8     35.2      11.8  SAME
 37.28   6977     839.6     35.1      11.9  SAME
 37.28   6977     839.8     35.2      11.8  SAME
 37.29   6977     840.1     35.2      11.8  SAME
 37.29   6977    1109.1     46.4       0.6  SAME
 37.30   6977     839.6     35.1      11.9  SAME
 37.30   6977     840.1     35.2      11.8  SAME
 37.31   6977     839.6     35.1      11.9  SAME
 37.31   6977     840.1     35.2      11.8  SAME
 37.31   6977     839.6     35.1      11.9  SAME
 37.32   6977     840.5     35.2      11.8  SAME
 37.32   6977    1110.3     46.5       0.5  SAME
 37.33   6977     839.7     35.1      11.9  SAME
 37.33   6977     839.7     35.1      11.9  SAME
 37.34   6977     839.7     35.1      11.9  SAME
 37.34   6977     839.7     35.1      11.9  SAME
 37.34   6977     840.1     35.2      11.8  SAME
 37.35   6977     839.8     35.2      11.8  SAME
 37.35   6977     839.8     35.2      11.8  SAME
 37.36   6977    1114.1     46.6       0.4  SAME
 37.36   6977     839.9     35.2      11.8  SAME
 37.37   6977     839.6     35.1      11.9  SAME
 37.37   6977     840.3     35.2      11.8  SAME
 37.37   6977     839.8     35.2      11.8  SAME
 37.38   6977     839.6     35.1      11.9  SAME
 37.38   6977     839.7     35.1      11.9  SAME
 37.39   6977    1102.0     46.1       0.9  SAME
 37.39   6977    1099.9     46.0       1.0  SAME
 37.40   6977     839.6     35.1      11.9  SAME
 37.40   6977     839.8     35.2      11.8  SAME
 37.40   6977     839.8     35.2      11.8  SAME
 37.41   6977     839.7     35.1      11.9  SAME
 37.41   6977     839.9     35.2      11.8  SAME
 37.42   6977     839.6     35.1      11.9  SAME
 37.42   6977    1106.6     46.3       0.7  SAME
 37.43   6977     839.6     35.1      11.9  SAME
 37.43   6977     839.6     35.1      11.9  SAME
 37.44   6977     840.0     35.2      11.8  SAME
 37.44   6977     840.1     35.2      11.8  SAME
 37.44   6977     839.6     35.1      11.9  SAME
 37.45   6977     839.7     35.1      11.9  SAME
 37.45   6977     839.7     35.1      11.9  SAME
 37.46   6977    1105.4     46.3       0.7  SAME
 37.46   6977     840.1     35.2      11.8  SAME
 37.47   6977     839.6     35.1      11.9  SAME
 37.47   6977     839.6     35.1      11.9  SAME
 37.47   6977     839.7     35.1      11.9  SAME
 37.48   6977     839.7     35.1      11.9  SAME
 37.48   6977     839.6     35.1      11.9  SAME
 37.49   6977    1112.1     46.6       0.4  SAME
 37.49   6977     840.2     35.2      11.8  SAME
 37.50   6977     840.2     35.2      11.8  SAME
 37.50   6977     839.6     35.1      11.9  SAME
 37.50   6977     839.6     35.1      11.9  SAME
 37.51   6977     840.2     35.2      11.8  SAME
 37.51   6977     839.7     35.1      11.9  SAME
 37.52   6977     839.6     35.1      11.9  SAME
 37.52   6977    1111.1     46.5       0.5  SAME
 37.53   6977     839.8     35.2      11.8  SAME
 37.53   6977     840.1     35.2      11.8  SAME
 37.53   6977     839.7     35.1      11.9  SAME
 37.54   6977     839.9     35.2      11.8  SAME
 37.54   6977     839.6     35.1      11.9  SAME
 37.55   6977     839.6     35.1      11.9  SAME
 37.55   6977     839.6     35.1      11.9  SAME
 37.56   6977    1101.7     46.1       0.9  SAME
 37.56   6977     840.1     35.2      11.8  SAME
 37.56   6977     840.1     35.2      11.8  SAME
 37.57   6977     839.6     35.1      11.9  SAME
 37.57   6977     839.6     35.1      11.9  SAME
 37.58   6977     839.6     35.1      11.9  SAME
 37.58   6977     840.2     35.2      11.8  SAME
 37.59   6977    1102.6     46.2       0.8  SAME
 37.59   6977     839.6     35.1      11.9  SAME
 37.59   6977     839.6     35.1      11.9  SAME
 37.60   6977     839.6     35.1      11.9  SAME
 37.60   6977     839.7     35.1      11.9  SAME
 37.61   6977     839.6     35.1      11.9  SAME
 37.61   6977     840.1     35.2      11.8  SAME
 37.62   6977     839.8     35.2      11.8  SAME
 37.62   6977    1107.1     46.3       0.7  SAME
 37.62   6977     839.6     35.1      11.9  SAME
 37.63   6977     839.7     35.1      11.9  SAME
 37.63   6977     840.2     35.2      11.8  SAME
 37.64   6977     840.2     35.2      11.8  SAME
 37.64   6977     839.6     35.1      11.9  SAME
 37.65   6977     840.1     35.2      11.8  SAME
 37.65   6977    1108.3     46.4       0.6  SAME
 37.65   6977    1106.2     46.3       0.7  SAME
 37.66   6977     839.8     35.2      11.8  SAME
 37.66   6977     839.6     35.1      11.9  SAME
 37.67   6977     840.1     35.2      11.8  SAME
 37.67   6977     839.6     35.1      11.9  SAME
 37.68   6977     840.1     35.2      11.8  SAME
 37.68   6977     839.6     35.1      11.9  SAME
 37.68   6977    1099.5     46.0       1.0  SAME
 37.69   6977     839.6     35.1      11.9  SAME
 37.69   6977     839.7     35.1      11.9  SAME
 37.70   6977     840.1     35.2      11.8  SAME
 37.70   6977     840.1     35.2      11.8  SAME
 37.71   6977     839.6     35.1      11.9  SAME
 37.71   6977     840.1     35.2      11.8  SAME
 37.71   6977     839.6     35.1      11.9  SAME
 37.72   6977    1112.1     46.6       0.4  SAME
 37.72   6977     839.7     35.1      11.9  SAME
 37.73   6977     840.4     35.2      11.8  SAME
 37.73   6977     839.7     35.1      11.9  SAME
 37.74   6977     839.6     35.1      11.9  SAME
 37.74   6977     839.6     35.1      11.9  SAME
 37.74   6977     839.7     35.1      11.9  SAME
 37.75   6977    1105.0     46.3       0.7  SAME
 37.75   6977     839.7     35.1      11.9  SAME
 37.76   6977     839.7     35.1      11.9  SAME
 37.76   6977     839.8     35.2      11.8  SAME
 37.77   6977     839.6     35.1      11.9  SAME
 37.77   6977     843.2     35.3      11.7  SAME
 37.77   6977     839.1     35.1      11.9  SAME
 37.78   6977     839.6     35.1      11.9  SAME
 37.78   6977    1106.0     46.3       0.7  SAME
 37.79   6977     840.2     35.2      11.8  SAME
 37.79   6977     839.7     35.1      11.9  SAME
 37.80   6977     840.2     35.2      11.8  SAME
 37.80   6977     840.1     35.2      11.8  SAME
 37.80   6977     840.6     35.2      11.8  SAME
 37.81   6977     840.2     35.2      11.8  SAME
 37.81   6977     839.6     35.1      11.9  SAME
 37.82   6977    1110.9     46.5       0.5  SAME
 37.82   6977     839.6     35.1      11.9  SAME
 37.83   6977     839.6     35.1      11.9  SAME
 37.83   6977     839.7     35.1      11.9  SAME
 37.83   6977     839.7     35.1      11.9  SAME
 37.84   6977     840.2     35.2      11.8  SAME
 37.84   6977     839.6     35.1      11.9  SAME
 37.85   6977    1112.1     46.6       0.4  SAME
 37.85   6977     839.6     35.1      11.9  SAME
 37.86   6977     839.7     35.1      11.9  SAME
 37.86   6977     840.7     35.2      11.8  SAME
 37.87   6977     839.6     35.1      11.9  SAME
 37.87   6977     839.7     35.1      11.9  SAME
 37.87   6977     839.6     35.1      11.9  SAME
 37.88   6977     840.2     35.2      11.8  SAME
 37.88   6977    1102.4     46.1       0.9  SAME
 37.89   6977     839.6     35.1      11.9  SAME
 37.89   6977     839.7     35.1      11.9  SAME
 37.90   6977     839.7     35.1      11.9  SAME
 37.90   6977     839.7     35.1      11.9  SAME
 37.90   6977     839.6     35.1      11.9  SAME
 37.91   6977     839.8     35.2      11.8  SAME
 37.91   6977    1103.6     46.2       0.8  SAME
 37.92   6977    1107.1     46.3       0.7  SAME
 37.92   6977     840.0     35.2      11.8  SAME
 37.93   6977     839.8     35.2      11.8  SAME
 37.93   6977     839.7     35.1      11.9  SAME
 37.93   6977     840.2     35.2      11.8  SAME
 37.94   6977     839.6     35.1      11.9  SAME
