time_sec,rpm,reason
68.993,7317,No spark found after trigger
68.997,7317,No spark found after trigger
69.001,7317,No spark found after trigger
69.005,7317,No spark found after trigger
69.009,7317,No spark found after trigger
69.013,7317,No spark found after trigger
69.017,7317,No spark found after trigger
69.022,7317,No spark found after trigger
69.026,7317,No spark found after trigger
69.030,7317,No spark found after trigger
69.034,7317,No spark found after trigger
69.038,7317,No spark found after trigger
69.042,7317,No spark found after trigger
69.046,7317,No spark found after trigger
69.050,7317,No spark found after trigger
69.054,7317,No spark found after trigger
69.058,7317,No spark found after trigger
69.063,7317,No spark found after trigger
69.067,7317,No spark found after trigger
69.071,7317,No spark found after trigger
69.075,7317,No spark found after trigger
69.079,7317,No spark found after trigger
69.083,7317,No spark found after trigger
69.087,7317,No spark found after trigger
69.091,7317,No spark found after trigger
69.095,7317,No spark found after trigger
69.100,7317,No spark found after trigger
69.104,7317,No spark found after trigger
69.104,77620,No spark found after trigger
